ACCTAGE,DDA,DDABAL,DEP,DEPAMT,CHECKS,DIRDEP,NSF,NSFAMT,PHONE,TELLER,SAV,SAVBAL,ATM,ATMAMT,POS,POSAMT,CD,CDBAL,IRA,IRABAL,INV,INVBAL,MM,MMBAL,MMCRED,CC,CCBAL,CCPURC,SDB,INCOME,LORES,HMVAL,AGE,CRSCORE,INAREA,INS,BRANCH
4.4,1,553.39,6,2726.73,8,1,1,8.04,2,1,0,0,1,959.92,4,130.54,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10.5,87,59,664,1,1,B4
,1,14623.89,3,2082.97,9,1,0,0,,5,0,0,0,0,,,1,40000,0,0,,,1,25219.94,1,,,,0,,,,,707,1,0,B14
,1,630.76,1,0.49,0,0,0,0,0,0,1,594.55,1,17.38,0,0,0,0,0,0,0,0,0,0,0,1,575.73,0,0,44,8.5,105,68,693,1,0,B4
,1,283.35,4,1181.55,4,1,0,0,0,0,0,0,1,271.14,2,94.52,0,0,0,0,0,0,0,0,0,1,2047.81,0,0,17,5.5,106,34,619,1,0,B1
2.7,1,160.17,2,225.08,0,0,0,0,0,1,0,0,1,159.74,2,73.53,1,7800,0,0,0,0,0,0,0,0,0,0,0,11,10,91,48,651,1,1,B4
2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24000,0,0,0,0,1,14993.39,0,1,181.66,0,1,25,4.5,106,74,733,1,0,B17
4.4,1,437.56,3,1815.02,4,0,0,0,0,1,0,0,1,109.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,88,63,699,1,0,B4
8.3,1,935.99,2,809.28,9,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,84.07,0,0,12,9.5,99,41,670,1,0,B13
1.5,1,5425.03,2,2522.17,1,0,1,2.05,0,3,1,77461.62,0,0,0,0,0,0,1,23353.66,0,0,0,0,0,1,2642.22,2,1,49,9,117,68,655,1,1,B2
2.1,1,426.78,3,765.22,8,0,0,0,1,1,0,0,1,520.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,7,101,18,548,1,0,B1
4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,645,0,1,B2
0.8,1,68.82,3,487.14,0,0,0,0,0,1,0,0,1,655.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,9.5,102,33,633,1,0,B12
20.6,1,6568.18,2,1048.7,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,9.5,135,35,622,1,0,B1
3.5,0,0,0,0,0,0,0,0,0,0,1,689.26,1,224.22,0,0,0,0,0,0,0,0,0,0,0,1,603.1,2,0,69,7.5,120,24,636,1,0,B4
0.3,1,-1.59,3,379,0,0,0,0,2,1,0,0,1,550.42,1,56.5,0,0,0,0,0,0,0,0,0,0,0,0,0,49,8,95,54,648,1,0,B7
4.6,1,1528.65,2,2111.15,6,0,0,0,0,1,0,0,1,1724.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,9.5,114,50,625,1,0,B17
4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,20,9,91,49,644,1,1,B4
5.3,1,4269.48,3,1487.81,10,0,0,0,0,4,1,11566.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,10,121,63,691,1,1,B1
16.4,1,1782.35,2,1519.58,4,1,0,0,0,1,0,0,0,0,0,0,1,8000,0,0,0,0,1,16363.64,1,1,0,0,1,,,,,687,1,0,B2
10.1,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,1,120000,0,0,,,1,15184.12,1,,,,1,37,6,99,34,689,1,0,B14
1.8,1,3229.33,1,948.62,2,1,0,0,0,1,1,7138.1,1,485.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,618,1,1,B4
2.9,1,44.45,1,25.91,0,0,0,0,,0,0,0,1,103.56,,,0,0,0,0,,,0,0,0,,,,0,6,5,95,61,667,1,0,B15
4.1,1,10082.04,1,788.22,3,1,0,0,0,0,0,0,0,0,0,0,1,34800,0,0,0,0,0,0,0,1,0,0,1,94,8,140,69,699,1,1,B4
7.9,0,0,0,0,0,0,0,0,0,0,1,152.16,0,0,0,0,1,8000,0,0,1,0,0,0,0,1,547.33,0,0,102,12.5,130,35,632,0,0,B9
4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,208.04,0,0,10,7.5,98,19,608,1,0,B1
0.9,1,246.8,3,840.49,5,0,0,0,1,4,0,0,1,256.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,670,1,0,B2
1.5,1,160.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15415.67,0,0,0,0,0,4,11,73,73,711,1,1,B5
0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,165.66,0,0,15,4,94,31,663,1,1,B7
,0,0,0,0,0,0,0,0,0,0,1,6414.27,1,536.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,4.5,144,16,577,1,0,B4
2.3,1,0.58,2,737,1,1,0,0,0,1,0,0,1,321.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,7.5,137,67,671,1,1,B12
1.3,1,2337.37,2,1493.84,6,1,0,0,0,0,0,0,1,2449.2,0,0,1,2700,0,0,0,0,0,0,0,0,0,0,0,,,,,666,1,1,B2
3.9,1,728.51,2,822.93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8.5,90,49,744,1,0,B4
9.9,0,0,0,0,0,0,0,0,0,0,1,909.56,1,15231.13,0,0,0,0,1,1209.74,1,122957.9,0,0,0,1,7364.54,0,1,30,3.5,110,32,662,1,0,B5
4.3,1,303.43,2,734.53,8,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,15180.52,0,1,15.29,0,0,,,,,686,1,1,B2
1.7,1,163.46,2,615.84,1,0,0,0,0,0,1,228.9,1,881.28,6,106.53,0,0,0,0,0,0,0,0,0,0,0,0,0,43,8.5,107,53,668,1,0,B5
21.9,1,14871.41,2,676.99,2,1,0,0,0,0,1,115359.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8.5,116,81,752,1,0,B4
3.1,1,798.5,5,2875.7,14,0,0,0,,11,1,1344.32,1,2469.77,,,1,2200,0,0,,,0,0,0,,,,0,30,11,94,44,694,1,0,B15
14.5,1,722.22,4,2699.59,9,1,0,0,,0,1,673.89,1,1658.39,,,0,0,1,11303.84,,,0,0,0,,,,0,29,6.5,100,34,673,1,0,B14
5,1,6042.19,2,1615.55,1,0,0,0,0,3,0,0,1,5.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9.5,98,49,627,1,1,B17
5.8,1,42.31,4,430.96,5,0,1,16.79,3,6,1,282.05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,78.05,0,0,23,5,85,44,726,1,1,B3
1.3,1,894.22,2,1619.59,10,1,0,0,1,0,1,3620.89,1,353.25,0,0,0,0,1,3583.92,0,0,0,0,0,1,35609.8,1,0,20,3,112,34,643,1,0,B8
2.1,1,2054.15,1,267.25,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9.5,87,74,780,1,0,B8
13.1,1,390.1,2,2069.31,10,1,0,0,2,0,1,1132.76,1,34.42,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,50,9,92,41,640,1,1,B8
3.3,1,5257.61,3,3804.81,5,1,0,0,3,1,1,15872.51,1,4006.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,669,1,1,B5
2.6,1,9.6,1,5.97,0,0,0,0,,0,1,1065.57,0,0,,,0,0,0,0,,,0,0,0,,,,0,,,,,629,1,0,B15
2.9,1,3036.76,2,5321.59,1,0,0,0,0,3,1,5844.05,0,0,0,0,0,0,0,0,1,9459.07,0,0,0,1,0,1,0,86,8,144,49,643,1,1,B2
1.3,1,74,2,676.76,1,0,0,0,0,0,1,1604.56,1,221.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,7.5,108,20,595,1,1,B2
23,1,4768.87,1,465.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21.48,0,0,22,3.5,116,40,663,1,1,B7
1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14997.98,1,0,0,0,1,23,5,98,51,611,1,1,B4
32.1,1,3990.71,3,2307.16,8,0,0,0,0,1,1,21905.2,1,2300.33,1,138.36,0,0,0,0,1,0,0,0,0,0,0,0,0,17,8,88,55,665,1,1,B4
3.8,1,6293.79,1,688.08,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,717,1,0,B4
5.9,1,2947.78,4,4236.26,4,1,0,0,0,2,1,9705.18,1,5353.08,2,94.25,0,0,0,0,0,0,0,0,0,1,1580.09,1,1,,,,,641,1,1,B8
7.3,1,882.28,3,9145.9,3,0,0,0,7,4,1,20649.46,1,1358.63,0,0,0,0,0,0,0,0,0,0,0,1,506.57,0,0,69,9,117,44,651,1,1,B2
1.8,1,561.84,6,3639.94,12,1,0,0,6,1,1,14.79,1,1516.55,12,553.51,0,0,0,0,0,0,0,0,0,0,0,0,0,49,9,105,28,560,1,0,B2
1.1,1,182.77,3,428.69,2,0,0,0,0,7,1,814.2,0,0,0,0,1,500,0,0,0,0,0,0,0,0,0,0,1,,,,,693,1,0,B5
3.1,1,1.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,9.5,103,62,709,1,0,B1
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3697.34,0,0,10,9,75,52,659,1,0,B2
0.5,1,139.84,2,217.05,0,0,0,0,0,1,0,0,1,152.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,5,120,34,652,1,0,B5
,0,0,0,0,0,0,0,0,0,0,1,13775.8,1,13900.74,2,220.73,0,0,0,0,0,0,0,0,0,1,356.59,0,0,7,4,97,30,674,1,1,B5
20.3,1,3501.35,3,2051.98,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,31,4.5,109,55,686,1,0,B12
13.8,1,3697.15,1,4.57,0,0,0,0,0,1,1,3795.19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-5.27,0,0,18,3,107,62,659,1,1,B16
3.8,1,1296.83,3,3532.63,23,0,0,0,,3,1,868.67,0,0,,,1,8700,0,0,,,0,0,0,,,,0,,,,,657,1,0,B15
7.4,1,491.29,2,1269.85,7,0,0,0,0,1,1,1595.55,1,5.35,0,0,0,0,0,0,0,0,0,0,0,1,27.89,0,0,64,5,111,34,718,1,0,B4
20,1,1241.18,2,1462.98,9,1,0,0,0,1,1,978.73,0,0,0,0,1,1400,0,0,0,0,0,0,0,1,16.6,0,1,120,8.5,149,57,663,1,0,B1
2.4,1,423.68,3,253.8,1,0,0,0,,0,1,457.5,1,345.46,,,0,0,0,0,,,0,0,0,,,,0,44,5.5,116,36,648,1,0,B19
8.4,1,398.85,3,1924.36,4,0,0,0,3,0,1,0,1,0,3,255.37,0,0,0,0,0,0,0,0,0,1,1456.52,0,0,2,8.5,79,47,691,1,0,B2
4.3,1,1534.89,5,14990.32,15,1,0,0,0,1,1,159.78,1,5450.45,0,0,0,0,1,1867.81,0,0,1,16114.68,1,1,66130.6,0,1,40,8.5,105,24,624,1,1,B4
5.3,1,255.75,2,1523.77,7,0,0,0,0,0,1,23645.22,1,11783.34,0,0,0,0,0,0,0,0,1,12032.78,0,1,417238.97,0,0,155,4,183,24,659,1,1,B4
4,1,2308.98,2,1874.27,7,0,0,0,0,1,0,0,0,0,0,0,1,7300,0,0,1,0,1,16604.15,1,0,0,0,0,81,3.5,134,63,703,1,0,B17
4.2,1,1132.53,2,1522.07,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8505.97,0,1,20,5,102,29,633,1,0,B6
8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,655.41,0,0,13,5.5,98,50,655,0,0,B4
14.8,1,2553.54,2,3323.75,10,1,0,0,,0,1,875.91,1,438.29,,,0,0,0,0,,,0,0,0,,,,1,16,8.5,107,51,681,1,0,B15
7,0,0,0,0,0,0,0,0,0,0,1,12739.34,1,2217.65,1,141.8,0,0,0,0,0,0,0,0,0,0,0,0,0,46,5,108,27,610,1,1,B5
1.5,1,487.81,3,1726.09,3,0,0,0,0,1,1,3555.92,1,4118.29,0,0,0,0,0,0,0,0,0,0,0,1,121.54,0,0,139,8,166,25,599,1,1,B1
13.3,1,4322.33,3,16518.16,7,0,0,0,,2,1,0,1,18300.77,,,0,0,0,0,,,0,0,0,,,,0,5,3.5,91,37,601,1,0,B15
4.3,0,0,0,0,0,0,0,0,0,0,1,24372.49,0,0,0,0,0,0,0,0,0,0,0,0,0,1,115.23,0,0,39,8.5,109,49,663,1,1,B5
1.8,1,-7.8,1,442.42,0,0,1,22.54,0,0,0,0,1,920.89,2,40.33,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,656,1,0,B2
4.4,0,0,0,0,0,0,0,0,0,0,1,1478.76,0,0,0,0,1,8500,0,0,0,0,0,0,0,1,275.54,0,0,81,10.5,123,31,641,0,1,B5
4.1,0,0,0,0,0,0,0,0,,0,1,8275.02,1,0,,,0,0,0,0,,,0,0,0,,,,0,50,8,108,67,728,1,0,B15
2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14918.22,0,1,24419.8,0,0,30,10,96,60,688,1,1,B4
4,1,6.5,0,0,0,0,0,0,0,0,1,293.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5.5,97,42,647,1,0,B3
,1,5023.87,3,6411.7,8,1,0,0,0,0,1,5304.05,1,978.39,1,38.44,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,640,1,1,B6
14.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,584,1,0,B2
1.4,1,595.31,2,741.01,4,0,0,0,1,2,0,0,1,413.01,5,119.94,0,0,0,0,0,0,0,0,0,1,642.83,1,0,20,5.5,89,29,690,1,0,B17
6.6,1,2470.45,4,5552.66,5,1,0,0,0,4,0,0,1,449.79,0,0,0,0,0,0,0,0,0,0,0,1,3380.72,0,0,41,7,116,40,700,1,0,B8
0.6,1,586.48,3,1398.67,3,1,0,0,0,2,1,0,1,653.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,674,1,0,B2
4.3,1,2466.84,3,2910.04,11,0,0,0,0,0,0,0,1,4052.52,5,197.51,0,0,0,0,0,0,0,0,0,0,0,0,0,38,10.5,105,67,723,1,0,B7
18.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,263.27,0,0,,,,,636,1,1,B2
16.6,1,588.73,5,4047.11,11,1,0,0,1,5,0,0,1,3580.2,10,419.11,0,0,0,0,0,0,0,0,0,1,101257.4,1,0,30,11,113,37,639,1,0,B2
4.2,1,41.08,2,844.4,0,0,0,0,,0,0,0,1,1080.62,,,0,0,0,0,,,0,0,0,,,,0,55,8,96,43,691,1,0,B18
4.6,1,321.77,3,2981.78,5,0,0,0,0,0,0,0,1,3520.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,3.5,115,34,638,1,0,B8
6.3,1,976.85,3,1734.28,2,0,0,0,0,1,1,3205.76,1,439.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,4,145,25,670,1,0,B1
2.1,1,678.34,3,1528.11,2,0,0,0,0,0,1,4219.83,1,2916.23,3,70.64,0,0,0,0,0,0,0,0,0,0,0,0,0,45,3.5,142,26,642,1,1,B3
0.6,1,2616.17,5,6469.7,11,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7053.9,0,0,55,5.5,134,53,609,1,0,B3
4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15150.45,1,1,185250.36,0,1,,,,,628,1,0,B2
16.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15055.32,1,1,1053.96,1,1,36,4.5,117,38,665,0,1,B7
4.2,1,623.45,1,1800.27,1,0,0,0,0,6,1,5956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,8.5,112,68,623,1,1,B9
4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15038.88,0,1,19.82,0,0,34,3,110,36,593,1,1,B4
0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,5.5,114,38,639,1,0,B12
5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14853.61,0,1,360.46,1,1,48,5.5,107,30,650,1,0,B16
11.3,1,270.01,3,1772.75,13,0,1,89.3,2,0,1,2.78,1,1091.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,8,133,22,659,1,0,B3
4.3,1,377.95,5,2621.92,18,1,0,0,0,1,0,0,1,100.05,0,0,0,0,0,0,0,0,0,0,0,1,53790.66,0,0,,,,,695,1,0,B2
3.6,1,1594.03,3,4354.09,6,1,0,0,0,0,0,0,1,305,0,0,0,0,0,0,0,0,0,0,0,1,183.37,0,1,46,6,98,41,697,1,0,B13
,0,0,0,0,0,0,0,0,,0,1,3379.38,1,989.24,,,0,0,0,0,,,0,0,0,,,,0,29,2,111,43,630,1,0,B14
4.6,1,1075.02,2,2603.26,5,1,0,0,0,1,0,0,1,270.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,691,1,0,B2
3.3,1,6269.71,1,1733.5,9,1,0,0,0,2,1,7480.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,9.5,101,40,602,1,1,B5
,1,179.29,2,1626.83,4,1,0,0,0,2,1,1999.45,0,0,0,0,1,12300,1,2155.08,0,0,0,0,0,1,49.04,0,0,20,8.5,102,35,702,1,0,B2
17.6,1,1699.97,2,2505.2,10,1,0,0,0,0,0,0,1,925.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,8.5,108,45,602,1,0,B4
2.7,1,696.51,3,1603.53,1,1,0,0,,3,1,0,1,429.37,,,0,0,0,0,,,0,0,0,,,,0,150,5.5,175,43,601,1,0,B15
1.7,0,0,0,0,0,0,0,0,0,0,1,15205.3,0,0,0,0,0,0,0,0,0,0,1,12904.5,0,1,0,0,0,56,9.5,111,42,611,1,1,B3
3,1,750.84,3,1703.81,5,0,1,11.86,0,0,0,0,1,2152.84,0,0,0,0,1,488.64,0,0,0,0,0,0,0,0,0,24,6,118,29,611,1,0,B4
0.3,1,9122.85,2,7069.69,3,0,1,6.37,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,680,1,1,B2
0.3,1,419.87,1,201.62,0,1,0,0,0,2,0,0,1,177.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5.5,88,65,678,1,1,B1
17.4,1,3037.19,3,2044.6,3,1,0,0,0,1,0,0,1,5471.3,0,0,0,0,0,0,0,0,1,17313.41,0,0,0,0,0,34,3.5,129,47,626,1,1,B5
,1,1325.83,2,2088.49,2,0,0,0,1,0,1,5325.5,1,3853.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69,8.5,130,56,684,1,1,B4
3.7,1,2301.1,3,3104.65,6,1,0,0,0,0,0,0,1,20336.74,0,0,0,0,0,0,0,0,1,16325.09,3,1,0,1,0,,,,,656,1,0,B2
40,1,24875.7,5,9244.69,6,1,0,0,,5,0,0,1,826.21,,,0,0,0,0,,,0,0,0,,,,0,10,6,144,60,691,1,0,B14
4.4,1,292.39,7,3264.81,17,1,0,0,1,2,1,1202.49,1,1798.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,7,89,24,640,1,0,B4
2.7,1,130.26,6,1909.87,14,0,1,6.87,4,3,1,671.71,1,2346.37,12,201.4,0,0,0,0,0,0,0,0,0,0,0,0,0,22,8.5,95,52,650,1,0,B1
8.8,1,1757.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,140635.94,2,0,75,12,119,35,644,1,0,B4
2.8,1,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,4.5,132,41,612,0,0,B3
6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28991.59,0,0,1,15088.31,1,1,49029.97,2,0,25,6.5,94,28,595,1,0,B4
4.9,1,19.11,0,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,,,0,0,0,,,,1,71,11,100,51,712,1,0,B19
4.5,1,744.84,5,3483.08,8,1,0,0,0,0,0,0,1,1398.3,1,46.23,0,0,0,0,0,0,0,0,0,1,88999.52,3,0,25,9,105,78,681,1,0,B16
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,86900,0,0,1,0,0,0,0,1,0,0,0,72,7.5,112,36,631,1,1,B2
3.3,1,1253.72,2,782.48,2,0,0,0,0,3,1,3285.44,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33694.69,0,1,85,8.5,129,62,620,1,1,B4
4.3,1,7020.39,2,2225.03,12,1,0,0,0,0,1,6942.12,1,80.89,0,0,0,0,0,0,0,0,0,0,0,1,2.9,0,0,,,,,693,1,1,B2
4.1,1,16.37,2,107.52,0,0,0,0,0,5,1,0.03,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,10.5,101,61,664,1,0,B3
11.9,1,80.39,1,202.25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,14950.62,0,1,76.66,0,0,40,8,100,53,744,1,1,B8
13.7,1,3216.46,4,3906.75,11,1,0,0,0,5,0,0,1,149.13,2,120.86,0,0,0,0,0,0,0,0,0,1,0,1,0,40,2.5,120,68,772,1,0,B5
,1,515.84,2,706.86,3,0,0,0,0,2,0,0,1,139.11,1,10.64,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1,0,B2
7.8,1,1422.57,2,3444.24,5,0,0,0,,0,0,0,1,4590.21,,,0,0,0,0,,,0,0,0,,,,0,73,9,122,48,696,1,0,B18
1.3,1,1412.6,7,2586.85,5,1,1,40.45,0,0,0,0,1,1488.68,5,476.83,0,0,0,0,0,0,0,0,0,1,3896.08,0,0,81,9,129,45,633,1,0,B6
,1,349,1,246.64,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,4.5,105,81,735,1,0,B8
10.8,1,2305.7,4,5204.13,17,0,0,0,3,1,0,0,1,5490.4,1,133.05,0,0,0,0,0,0,0,0,0,1,5732.55,1,0,95,4.5,158,,,1,0,B4
9.4,1,537.89,4,3619.07,16,0,0,0,0,0,1,633.68,1,4195.87,0,0,0,0,0,0,0,0,1,15413.88,0,1,323.81,1,0,,,,,618,1,0,B9
2.1,1,971.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,5.5,109,70,728,1,0,B7
,1,49.89,6,464.43,1,0,1,25.92,0,0,1,3.48,1,457.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,633,1,0,B7
1.9,1,3707.18,1,220.46,1,0,0,0,0,0,1,6801.77,0,0,0,0,0,0,0,0,0,0,0,0,0,1,177.51,0,0,85,5,129,30,697,1,1,B5
4.6,1,685.68,2,748.98,4,1,0,0,0,1,0,0,0,0,0,0,1,82100,1,8226.69,0,0,1,15691.67,0,1,0,0,1,32,8.5,101,60,720,1,0,B1
0.6,1,34504.88,3,6545.74,15,0,0,0,0,2,1,3436.1,1,16670.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,12,151,58,685,1,1,B3
3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6318.99,0,0,13,8,90,49,644,1,0,B8
15.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7800,0,0,0,0,0,0,0,1,1310.08,0,0,48,3.5,117,37,579,1,0,B6
5.5,1,210.13,5,2895.08,6,0,1,3.59,0,6,0,0,1,1110.9,0,0,0,0,0,0,0,0,0,0,0,1,149606.91,0,0,10,13.5,90,51,740,1,0,B1
2.5,1,194.48,3,1117.97,4,0,0,0,10,1,0,0,1,1584.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,704,1,0,B11
3.8,1,5574.61,1,2284.12,2,0,0,0,,1,1,39.89,0,0,,,0,0,0,0,,,0,0,0,,,,0,29,8,117,50,660,1,0,B14
19.3,1,1207.57,2,4819.75,9,1,0,0,2,0,0,0,1,1257.59,2,286.13,0,0,0,0,0,0,0,0,0,0,0,0,0,19,6.5,104,40,692,1,0,B1
3.8,1,191.2,3,1618.02,11,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,68224.91,0,0,55,3,130,23,581,1,0,B5
0.6,1,175.42,2,258.87,1,0,0,0,0,2,1,2957.31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10630.17,0,0,15,9.5,77,51,711,1,1,B7
4,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,,,0,0,0,,,,0,60,10.5,121,30,625,0,1,B15
3.5,1,89.55,3,729.66,3,0,0,0,0,2,1,21.28,1,754.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,6,111,52,703,1,0,B2
12.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14935.28,0,0,0,0,0,,,,,600,0,1,B2
4.6,1,243,2,414.98,0,0,0,0,0,0,1,1168.16,1,398.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,3,125,54,635,1,0,B11
6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6274.9,1,14864.1,1,0,0,0,1,9,10,89,46,608,1,0,B12
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15214.26,1,1,11346.86,0,0,65,2,121,46,683,0,1,B6
1.4,1,4667.68,2,4006.96,4,0,0,0,0,1,1,2237.2,1,682.37,0,0,0,0,0,0,0,0,0,0,0,1,424.32,0,0,47,5.5,127,60,636,1,0,B8
7.7,1,1522.67,3,2310.79,16,0,1,37.87,1,0,0,0,1,1673.22,0,0,1,7600,0,0,0,0,0,0,0,1,1410.63,0,0,26,5,97,29,579,1,1,B16
0.4,1,243.19,2,919.21,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,3,102,43,683,1,0,B4
1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6600,0,0,1,19768.96,1,15227.02,0,0,0,0,0,,,,,591,0,1,B2
4.4,1,2807.62,5,3194.71,3,1,0,0,,0,1,4097.86,1,3865.3,,,1,3700,0,0,,,0,0,0,,,,0,30,4,97,49,702,1,0,B15
